id	cost	status
1158	760.000000	0
1159	760.000000	0
1160	760.000000	0
1161	544.000000	0
1162	400.000000	0
1163	400.000000	0
1164	400.000000	0
1165	400.000000	0
1166	400.000000	0
1167	400.000000	0
1168	364.000000	0
1169	40.000000	0
1170	76.000000	0
1171	400.000000	0
1172	400.000000	0
1173	376.000000	0
1174	520.000000	0
1175	520.000000	0
1176	520.000000	0
1177	520.000000	0
1178	556.000000	0
1179	880.000000	0
1180	880.000000	0
1181	1312.000000	0
1182	1600.000000	0
1183	1600.000000	0
1184	1600.000000	0
1185	1600.000000	0
1186	1552.000000	0
1187	1520.000000	0
1188	1516.000000	0
1189	1480.000000	0
1190	1480.000000	0
1191	1480.000000	0
1192	1480.000000	0
1193	1480.000000	0
1194	1480.000000	0
1195	1480.000000	0
1196	832.000000	0
1197	400.000000	0
1198	400.000000	0
1199	400.000000	0
1200	400.000000	0
1201	400.000000	0
1202	400.000000	0
1203	400.000000	0
1204	400.000000	0
1205	400.000000	0
1206	400.000000	0
1207	400.000000	0
1208	400.000000	0
1209	400.000000	0
1210	400.000000	0
1211	400.000000	0
1212	400.000000	0
1213	400.000000	0
1214	400.000000	0
1215	400.000000	0
1216	400.000000	0
1217	400.000000	0
1218	400.000000	0
1219	400.000000	0
1220	400.000000	0
1221	640.000000	0
1222	800.000000	0
1223	800.000000	0
1224	800.000000	0
1225	800.000000	0
1226	800.000000	0
1227	800.000000	0
1228	800.000000	0
1229	800.000000	0
1230	800.000000	0
1231	800.000000	0
1232	800.000000	0
1233	800.000000	0
1234	800.000000	0
1235	800.000000	0
1236	800.000000	0
1237	800.000000	0
1238	760.000000	0
1239	400.000000	0
1240	400.000000	0
1241	400.000000	0
1242	400.000000	0
1243	400.000000	0
1244	400.000000	0
1245	400.000000	0
1246	400.000000	0
1247	400.000000	0
1248	400.000000	0
1249	400.000000	0
1250	400.000000	0
1251	640.000000	0
1252	800.000000	0
1253	800.000000	0
1254	800.000000	0
1255	800.000000	0
1256	800.000000	0
1257	800.000000	0
1258	800.000000	0
1259	800.000000	0
1260	800.000000	0
1261	800.000000	0
1262	800.000000	0
1263	760.000000	0
1264	400.000000	0
1265	400.000000	0
1266	400.000000	0
1267	400.000000	0
1268	400.000000	0
1269	400.000000	0
1270	400.000000	0
1271	400.000000	0
1272	400.000000	0
1273	400.000000	0
1274	400.000000	0
1275	400.000000	0
1276	400.000000	0
1277	400.000000	0
1278	400.000000	0
1279	400.000000	0
1280	400.000000	0
1281	400.000000	0
1282	400.000000	0
1283	400.000000	0
1284	400.000000	0
1285	160.000000	0
1286	1600.000000	0
1287	1600.000000	0
1288	1600.000000	0
1289	1600.000000	0
1290	1600.000000	0
1291	1600.000000	0
1292	1600.000000	0
1293	1600.000000	0
1294	1600.000000	0
1295	1600.000000	0
1296	1600.000000	0
1297	1600.000000	0
1298	1600.000000	0
1299	1600.000000	0
1300	1120.000000	0
1301	800.000000	0
1302	760.000000	0
1303	400.000000	0
1304	400.000000	0
1305	400.000000	0
1306	400.000000	0
1307	400.000000	0
1308	400.000000	0
1309	400.000000	0
1310	400.000000	0
1311	400.000000	0
1312	400.000000	0
1313	400.000000	0
1314	400.000000	0
1315	400.000000	0
1316	400.000000	0
1317	400.000000	0
1318	400.000000	0
1319	400.000000	0
1320	400.000000	0
1321	400.000000	0
1322	400.000000	0
1323	400.000000	0
1324	400.000000	0
1325	400.000000	0
1326	400.000000	0
1327	400.000000	0
1328	400.000000	0
1329	400.000000	0
1330	400.000000	0
1331	400.000000	0
1332	400.000000	0
1333	640.000000	0
1334	800.000000	0
1335	800.000000	0
1336	800.000000	0
1337	800.000000	0
1338	800.000000	0
1339	800.000000	0
1340	800.000000	0
1341	800.000000	0
1342	800.000000	0
1343	800.000000	0
1344	800.000000	0
1345	800.000000	0
1346	800.000000	0
1347	800.000000	0
1348	800.000000	0
1349	800.000000	0
1350	760.000000	0
1351	400.000000	0
1352	400.000000	0
1353	400.000000	0
1354	400.000000	0
1355	400.000000	0
1356	400.000000	0
1357	400.000000	0
1358	400.000000	0
1359	400.000000	0
1360	400.000000	0
1361	400.000000	0
1362	400.000000	0
1363	640.000000	0
1364	800.000000	0
1365	800.000000	0
1366	800.000000	0
1367	800.000000	0
1368	800.000000	0
1369	800.000000	0
1370	800.000000	0
1371	800.000000	0
1372	800.000000	0
1373	800.000000	0
1374	800.000000	0
1375	760.000000	0
1376	400.000000	0
1377	400.000000	0
1378	400.000000	0
1379	400.000000	0
1380	400.000000	0
1381	400.000000	0
1382	400.000000	0
1383	400.000000	0
1384	400.000000	0
1385	400.000000	0
1386	400.000000	0
1387	400.000000	0
1388	400.000000	0
1389	400.000000	0
1390	400.000000	0
1391	400.000000	0
1392	400.000000	0
1393	400.000000	0
1394	1200.000000	0
1395	1440.000000	0
1396	1600.000000	0
1397	1600.000000	0
1398	1600.000000	0
1399	1600.000000	0
1400	1600.000000	0
1401	1600.000000	0
1402	1600.000000	0
1403	1600.000000	0
1404	1600.000000	0
1405	1600.000000	0
1406	1600.000000	0
1407	1600.000000	0
1408	1600.000000	0
1409	1600.000000	0
1410	1120.000000	0
1411	800.000000	0
1412	400.000000	0
1413	400.000000	0
1414	400.000000	0
1415	400.000000	0
1416	400.000000	0
1417	400.000000	0
1418	400.000000	0
1419	400.000000	0
1420	400.000000	0
1421	400.000000	0
1422	400.000000	0
1423	400.000000	0
1424	400.000000	0
1425	400.000000	0
1426	400.000000	0
1427	400.000000	0
1428	400.000000	0
1429	400.000000	0
1430	400.000000	0
1431	400.000000	0
1432	400.000000	0
1433	400.000000	0
1434	400.000000	0
1435	400.000000	0
1436	400.000000	0
1437	424.000000	0
1438	640.000000	0
1439	640.000000	0
1440	736.000000	0
1441	800.000000	0
1442	800.000000	0
1443	800.000000	0
1444	800.000000	0
1445	800.000000	0
1446	800.000000	0
1447	800.000000	0
1448	800.000000	0
1449	800.000000	0
1450	800.000000	0
1451	800.000000	0
1452	800.000000	0
1453	800.000000	0
1454	800.000000	0
1455	656.000000	0
1456	560.000000	0
1457	544.000000	0
1458	400.000000	0
1459	400.000000	0
1460	400.000000	0
1461	400.000000	0
1462	400.000000	0
1463	400.000000	0
1464	400.000000	0
1465	400.000000	0
1466	400.000000	0
1467	400.000000	0
1468	400.000000	0
1469	400.000000	0
1470	640.000000	0
1471	800.000000	0
1472	800.000000	0
1473	800.000000	0
1474	800.000000	0
1475	800.000000	0
1476	800.000000	0
1477	800.000000	0
1478	800.000000	0
1479	800.000000	0
1480	656.000000	0
1481	560.000000	0
1482	544.000000	0
1483	400.000000	0
1484	184.000000	0
1485	400.000000	0
1486	400.000000	0
1487	400.000000	0
